branch,lineage,differentiation,transition_weight,parameter,gdis,potential
0,SC-EC,2,0.18,0.15624999999999994,0.8274449125796808,2.01444089521918
0,SC-EC,2,0.18,0.17263269986893837,0.8639239267431817,1.8348061528171957
0,SC-EC,2,0.18,0.18500163826998683,0.858699469664661,1.8132292593082127
0,SC-EC,2,0.18,0.1997870249017038,0.8382728096481695,1.7900295066728724
0,SC-EC,2,0.18,0.2151867627785059,0.8256532658310572,1.75456041340077
0,SC-EC,2,0.18,0.23136467889908255,0.8227929437380185,1.7219743191191363
0,SC-EC,2,0.18,0.24582241153342071,0.816388671189749,1.6883584775852702
0,SC-EC,2,0.18,0.26077162516382696,0.8050335536745953,1.6396925575408463
0,SC-EC,2,0.18,0.27436926605504586,0.787731622177531,1.5816602448105974
0,SC-EC,2,0.18,0.28870412844036697,0.7648628523440353,1.471818415822303
0,SC-EC,2,0.18,0.3018922018348623,0.7398304948081351,1.3379869451343904
0,SC-EC,2,0.18,0.31671854521625165,0.7186660045697051,1.2518864960081129
0,SC-EC,2,0.18,0.32949705111402355,0.7063485027861807,1.2066077124627899
0,SC-EC,2,0.18,0.3434223460026212,0.7079748707987396,1.2134927738609889
0,SC-EC,2,0.18,0.35652850589777196,0.720984865245585,1.2694362488030144
0,SC-EC,2,0.18,0.37033093053735255,0.7367977869589819,1.3421148307370319
0,SC-EC,2,0.18,0.3843790956749672,0.7503372264016095,1.4246181963753926
0,SC-EC,2,0.18,0.39777195281782435,0.757277382510571,1.4410374462216458
0,SC-EC,2,0.18,0.40960845347313235,0.7574453782403666,1.4070691871650547
0,SC-EC,2,0.18,0.4223869593709043,0.7544352154119283,1.3931956372900736
0,SC-EC,2,0.18,0.4347968545216251,0.7518037358171404,1.3815813261330319
0,SC-EC,2,0.18,0.4480258846657929,0.75443616431013,1.3970943420154724
0,SC-EC,2,0.18,0.462606487549148,0.7620025730654614,1.4343283766028014
0,SC-EC,2,0.18,0.4745658584534731,0.7714402695321656,1.47543050847867
0,SC-EC,2,0.18,0.48840923984272605,0.7814843343759763,1.5286872751969032
0,SC-EC,2,0.18,0.5030111633372503,0.7895859674258359,1.5648228805138635
0,SC-EC,2,0.18,0.5323883666274971,0.7949332487272536,1.5863203068342573
0,SC-EC,2,0.18,0.560590481786134,0.7976581615902126,1.600133687540652
0,SC-EC,2,0.18,0.5855611045828437,0.7980235643339062,1.5986192331273859
0,SC-EC,2,0.18,0.6168111045828437,0.7975298502666586,1.5957819300267733
0,SC-EC,2,0.18,0.6477673325499412,0.7968032494551367,1.5914292870728093
0,SC-EC,2,0.18,0.6794212690951822,0.7963333868711551,1.5890301430029552
0,SC-EC,2,0.18,0.7074764982373678,0.7964481236194543,1.5911157563620515
0,SC-EC,2,0.18,0.7346504112808461,0.7968161664526561,1.5941430781946628
0,SC-EC,2,0.18,0.7625587544065805,0.7972660047889395,1.5982344859545379
0,SC-EC,2,0.18,0.7926703877790835,0.7976359148220211,1.599378472200546
0,SC-EC,2,0.18,0.8224148061104583,0.7980008408880719,1.6005316867117716
0,SC-EC,2,0.18,0.8493683901292597,0.7987852125430359,1.6033521668785127
0,SC-EC,2,0.18,0.8758813160987073,0.8006461197612899,1.6119306874008854
0,SC-EC,2,0.18,0.9012925969447708,0.804060840425848,1.6292685284516997
0,SC-EC,2,0.18,0.9281727379553467,0.809506652419724,1.6587667229981975
